507,465,590,200,373,0
504,465,590,200,376,0
501,465,590,200,379,0
498,465,590,200,382,0
495,465,590,200,385,0
492,465,590,200,388,0
489,465,590,200,391,0
486,465,590,200,394,0
483,465,590,200,397,0
480,465,590,200,400,0
477,465,590,200,403,0
474,465,590,200,406,0
471,465,590,200,409,0
468,465,590,200,412,0
465,465,590,200,415,0
462,465,590,200,418,0
459,465,590,200,421,0
456,465,590,200,424,0
453,465,590,200,427,0
450,465,590,200,430,0
447,465,590,200,433,0
444,465,590,200,436,0
441,465,590,200,439,0
438,465,590,200,442,0
435,465,590,200,445,0
432,465,590,200,448,0
429,465,590,200,451,0
426,465,590,200,454,0
423,465,590,200,457,0
420,465,590,200,460,0
417,465,590,200,463,0
414,465,590,200,466,0
411,465,590,200,469,0
408,465,590,200,463,1
405,465,590,200,457,1
402,465,590,200,451,1
399,465,590,200,445,1
396,465,590,200,439,1
393,465,590,200,433,1
390,465,590,200,436,0
387,465,590,200,439,0
384,465,590,200,442,0
381,465,590,200,445,0
378,465,590,200,448,0
375,465,590,200,451,0
372,465,590,200,454,0
369,465,590,200,457,0
366,465,590,200,460,0
363,465,590,200,463,0
360,465,590,200,466,0
357,465,590,200,469,0
354,465,590,200,463,1
351,465,590,200,457,1
348,465,590,200,451,1
345,465,590,200,445,1
342,465,590,200,439,1
339,465,590,200,433,1
336,465,590,200,436,0
333,465,590,200,439,0
330,465,590,200,442,0
327,465,590,200,445,0
324,465,590,200,448,0
321,465,590,200,451,0
318,465,590,200,454,0
315,465,590,200,457,0
312,465,590,200,460,0
309,465,590,200,463,0
306,465,590,200,466,0
303,465,590,200,469,0
300,465,590,200,472,0
297,465,590,200,475,0
294,465,590,200,478,0
291,465,590,200,481,0
288,465,590,200,484,0
285,465,590,200,487,0
282,465,590,200,490,0
279,465,590,200,493,0
276,465,590,200,496,0
273,465,590,200,499,0
270,465,590,200,502,0
267,465,590,200,505,0
264,465,590,200,508,0
261,465,590,200,511,0
258,465,590,200,514,0
255,465,590,200,508,1
252,465,590,200,502,1
249,465,590,200,496,1
246,465,590,200,490,1
243,465,590,200,484,1
240,465,590,200,478,1
237,465,590,200,481,0
234,465,590,200,484,0
231,465,590,200,487,0
228,465,590,200,490,0
225,465,590,200,493,0
222,465,590,200,496,0
219,465,590,200,499,0
216,465,590,200,502,0
213,465,590,200,505,0
210,465,590,200,508,0
207,465,590,200,511,0
204,465,590,200,514,0
201,465,590,200,508,1
198,465,590,200,502,1
195,465,590,200,496,1
792,151,296,200,499,0
789,151,296,200,502,0
786,151,296,200,505,0
783,151,296,200,508,0
780,151,296,200,511,0
777,151,296,200,514,0
774,151,296,200,517,0
771,151,296,200,520,0
768,151,296,200,523,0
765,151,296,200,517,1
762,151,296,200,511,1
759,151,296,200,505,1
756,151,296,200,499,1
753,151,296,200,493,1
750,151,296,200,487,1
747,151,296,200,481,1
744,151,296,200,475,1
741,151,296,200,469,1
738,151,296,200,463,1
735,151,296,200,457,1
732,151,296,200,451,1
729,151,296,200,445,1
726,151,296,200,439,1
723,151,296,200,433,1
720,151,296,200,427,1
717,151,296,200,421,1
714,151,296,200,415,1
711,151,296,200,409,1
708,151,296,200,403,1
705,151,296,200,397,1
702,151,296,200,391,1
699,151,296,200,385,1
696,151,296,200,379,1
693,151,296,200,382,0
690,151,296,200,385,0
687,151,296,200,388,0
684,151,296,200,391,0
681,151,296,200,394,0
678,151,296,200,397,0
675,151,296,200,400,0
672,151,296,200,403,0
669,151,296,200,406,0
666,151,296,200,409,0
663,151,296,200,412,0
660,151,296,200,415,0
657,151,296,200,418,0
654,151,296,200,421,0
651,151,296,200,424,0
648,151,296,200,427,0
645,151,296,200,430,0
642,151,296,200,433,0
639,151,296,200,436,0
636,151,296,200,439,0
633,151,296,200,442,0
630,151,296,200,445,0
627,151,296,200,448,0
624,151,296,200,451,0
621,151,296,200,454,0
618,151,296,200,457,0
615,151,296,200,460,0
612,151,296,200,463,0
609,151,296,200,466,0
606,151,296,200,469,0
603,151,296,200,472,0
600,151,296,200,475,0
597,151,296,200,478,0
594,151,296,200,481,0
591,151,296,200,484,0
588,151,296,200,487,0
585,151,296,200,490,0
582,151,296,200,493,0
579,151,296,200,496,0
576,151,296,200,499,0
573,151,296,200,502,0
570,151,296,200,505,0
567,151,296,200,508,0
564,151,296,200,511,0
561,151,296,200,514,0
558,151,296,200,517,0
555,151,296,200,520,0
552,151,296,200,523,0
549,151,296,200,526,0
546,151,296,200,529,0
543,151,296,200,532,0
540,151,296,200,535,0
537,151,296,200,538,0
534,151,296,200,541,0
531,151,296,200,544,0
528,151,296,200,547,0
525,151,296,200,550,0
522,151,296,200,553,0
519,151,296,200,556,0
516,151,296,200,559,0
513,151,296,200,562,0
510,151,296,200,565,0
507,151,296,200,568,0
504,151,296,200,571,0
501,151,296,200,574,0
498,151,296,200,577,0
495,151,296,200,580,0
492,151,296,200,583,0
489,151,296,200,586,0
486,151,296,200,589,0
483,151,296,200,592,0
480,151,296,200,595,0
477,151,296,200,598,0
